Predictions Not None,"earthy, woody","coconut, pineapple","orange, floral","spicy, oriental, floral","woody, oriental, leathery","orange, lemon","grapefruit, lemon",woody,french vanilla,passion fruit,vanilla bean,"fruity, citrusy, woods","spicy cinnamon, cranberry","fougere, aquatic","chamomile, lavender",citron rose,spiced apple,gourmand,melon,ocean mist,"grapefruit, herbal tea, lemon","woody, fougere, leather","musky, spicy","flower, fruity, citrus, floral",woods,"mango, mandarin","grapefruit, apple, musk, orange, tea","amber, lavender, spicy","patchouli, orange","jasmine, tuberose",tea,almond,"gourmand, fruity",lavender,apple cinnamon,bergamot,"sandalwood, vanilla, pear, floral","citrus, tropical","flower, floral",magnolia,"magnolia, lily","gourmand, woody",fresh fruit,"mint, lemon","mandarin, spice","woody, leather",jasmine,"pink rose, floral",light citrus,"woody, orchid, floral","fruity, aquatic","flowery, floral","apple, cinnamon","musky, earthy","citrus, clean fresh","apple cinnamon, cinnamon","citrusy, orange","grapefruit, vanilla","sandalwood, musk","lemon, vanilla","mango, pomegranate","citrus, lemon, floral",cinnaberry,cinnamon,"citrus, herbal, vanilla","tea tree, lemony",spring rain,apple,"aquatic, spicy","woody, fruity","spring rain, jasmine, rain","melon, cucumber","jasmine, rose",raspberry,"berry, cherry","strawberry, new car, vanillaroma, leather, royal pine","spice, sugar spice","cranberry, vanilla","citrus, woody",blueberry,"amber, woody",musk,"berry, vanilla",chocolate,"amber, aquatic","apple, spice",hawaiian ginger,"mango, ginger","musky, woody, spicy",rain forest,"spicy, woody, fruity, floral",lemony,"amber, fruity, musk, floral","chypre, oriental","spicy, fruity, floral","amber, wood, citrus","patchouli, lavender","citrus, musky","berry, new car, jasmine","tuberose, floral","tea, bergamot","spicy, aquatic, floral","citrus, leather","lilies, linen","amber, lemon",vanillaroma,"berry, mint","pine, herbal","woody, rosemary","oriental, floral","luscious fruity, floral","bergamot, ginger, orchid, musk, sandalwood, vanilla","linens, lilies","fruity, floral",pine,"woody, flowery","woody, musk, floral","aloe, green tea","tropical, floral","pomegranate, grapefruit","earthy, spicy",woodsy,"coconut, ginger","tea, floral","woody, aquatic","ginger, tea","woods, vanilla",eucalyptus mint,"amber, fruity",floral,"herbal, mint","berry, apple, mango","oriental, woodsy","citrus, cucumber","tropical, lime, lavender, lemon","fresh linen, lavender",wild berry,linen,mango,"citrus, cedar","chypre, oriental, floral","aloe vera, rose","cherry, rose",crisp linen,"lavender, lemon","fresh linen, lavender, strawberry","lavender, eucalyptus","tea, cucumber","cinnamon, raspberry","orchid, floral","earthy, woodsy",orange,"vanilla bean, green apple, eucalyptus, rain forest, apple, cinnamon","woodsy, wood","spice, floral",citrus,"citrus, spicy","musky, woody","citrus, spice","fruity, luscious floral","woodsy, warm spicy","lime, vanilla","woody, leathery","chypre, spicy","apple, chamomile",rosemary,"berry, new car, vanilla","lemongrass, thyme","herbal, floral","fruity, citrusy, warm spicy, floral","citrus, lily, lavender, rose",lemongrass,flower,"mint, cucumber","mango, coconut","coconut, lime",oriental,"clean fresh, mint","woody, mossy","jasmine, melon","ocean mist, spice, vanilla","citrus, woodsy","lavender, rose","citrus, peach","sandalwood, wood, floral","jasmine, cucumber","tea tree, peppermint, almond, lavender",rain,"citrus, mint, sage","earthy, patchouli","lily, jasmine","herbal, almond",fougere,"oriental, almond","gourmand, leather","fruity, spicy",cucumber melon,orange blossom,"tropical, coconut","citrus, lemon","citrus, apple",luscious mango,"pomegranate, cherry",clean fresh,"citrusy, spicy","chypre, woody","citrus, fruity, clean fresh","coconut, lemon","oriental, vanilla, floral","spice, cinnamon","woodsy, mossy","fruity, citrusy","florally, musk, woodsy",earthy,"oriental, fruity","peach, vanilla","tropical, lemon","lavender, mint, floral","pear, vanilla","woody, spice","tea tree, cucumber",flowery,"spiced apple, vanilla","amber, orange",flowers,unscented,"gourmand, floral","amber, spicy","musky, lemon","fruity, woody",rain garden,"musky, woodsy","fruity, woodsy",aloe vera,fruity,"oriental, florally",coconut,"woody, musk","oriental, fruity, floral","citrus, berry, new car, lemon",ginger,night musk,"citrusy, tropical","woody, floral",mint,light floral,"apple cinnamon, rain, raspberry, vanilla","ocean mist, tropical","chypre, floral",tea tree,"cherry, melon, lemon","sage, green tea",lily,"woody, herbal","thyme, lemon",patchouli,"bergamot, rose, amber, wood, patchouli, lemon, sandalwood, jasmine","spicy, floral",green apple,"cedar, lavender","lavender, spicy","florally, aquatic","woody, spicy","amber, woody, spicy, citrus","woody, aquatic, floral","musky, tropical",pineapple,"citrus, fruity","wood, flower, musk, orange, cinnamon, vanilla",aquatic,"peach, tea","flower, flowery",sage,"gourmand, fruity, floral","amber, sandalwood","woody, fruity, spicy",chamomile,"flowers, melon, vanilla",wood,bayberry,"chypre, citrus","berry, lavender","pine, sage","lemony, floral",green tea,"fruity, florally","cinnamon, lavender",herbal,pine forest,cherry blossom,leather,"lavender, green apple","wood, mossy","honeysuckle, rose, wood, patchouli, flower, musk, sandalwood, jasmine","citrus, vanilla","balsamic, herbal, flowers, patchouli, lavender","woody, florally",spring flower,"mango, pineapple","citrus, grapefruit","oriental, woodsy, spicy","citrus, gourmand, floral","oriental, vanilla",morning pine,"ginger, apple","mandarin orange, lemon","musky, floral","oriental, fougere",fresh clean,musky,"jasmine, floral",mandarin,"linen, citrus, luscious apple, floral, mango, assorted","citrus, lime, lemon","eucalyptus, mint","citrus, aquatic",sassafras,fresh pear,"peach, pineapple, pear","ginger, orange",aloe,"oriental, spice","peach, lavender","woody, oriental, spicy","tropical, lime","tropical, flowery",berry,rose,"raspberry, juicy bloom","light floral, fruity","tropical, pineapple","peppermint, chocolate","amber, citrus, floral","strawberry, lemon","florally, woodsy","aquatic, musk","citrus, mint","citrus, ginger","amber, musk","citrus, sage","woodsy, aquatic","peach, orange blossom",honeysuckle,"apple, lemon",white lily,balsamic,"lime, bergamot","amber, citrusy",mossy,"berry, orchid","flowery, spicy","amber, spice, floral",assorted,"oriental, flowery","mango, peach","orchid, lavender","apple, rose, lemon",lemon mint,"apple, orange","peach, pomegranate","honeysuckle, green tea","orange, vanilla",vanilla,"eucalyptus, lemon",warm spicy,"wild berry, cherry, orchid, rose, vanilla","raspberry, lemon",red rose,"jasmine, tea","mint, floral","woodsy, floral","apple, lavender, rose, lemon","citrus, jasmine, lavender, eucalyptus",florally,"lavender, mint","citrus, oriental","fruity, flowery","blueberry, lavender","oriental, spicy","gourmand, spicy","orange blossom, vanilla","jasmine, lavender","honeysuckle, floral",luscious apple,"fruity, citrusy, spicy","citrus, lemongrass","citrus, fruity, floral","citrus, gourmand",pomegranate,"fruity, florally, floral","ginger, lemon",cucumber,"oriental, woodsy, floral","oriental, citrusy","coconut, orchid","coconut, jasmine",eucalyptus,"musky, sandalwood","woody, fougere",peach,"rosemary, mint","flowery, green tea","lavender, sage","pine, woods","strawberry, new car, vanillaroma, coconut, royal pine","amber, oriental","orchid, vanilla","fresh clean, lime","woodsy, fresh clean, floral","citrusy, florally","florally, almond, spicy","coconut, mandarin","aquatic, floral","mango, apple",citrusy,"patchouli, musk, vanilla","tropical, coconut, fruity","woody, citrusy","pine, thyme",cherry,"ginger, green tea","fruity, leather","mandarin orange, grapefruit",grapefruit,"fruity, musk","jasmine, mint","fruity, citrusy, mossy","almond, cherry","fruity, tropical","balsamic, pine",cedar,"woody, balsamic","citrusy, woodsy",fresh linen,"amber, oriental, vanilla","fruity, fougere","woodsy, leather","citrus, light citrus","peach, sparkling bloom",pina colada,"strawberry, rose, green apple, new car, orange, jasmine, vanilla","amber, mandarin, patchouli, orange, bergamot","jasmine, vanilla","tea tree, lemon","fruity, musk, floral","citrus, wood, musk",orchid,"vanilla, floral","oriental, musk","amber, musky","cucumber melon, green apple","orange, lavender, rose",lime,mandarin orange,"clean fresh, floral","herbal, lavender","musky, fruity, floral","cinnamon, berry, lavender, ocean mist, vanilla","wood, leather","woodsy, musk, floral",chypre,"cucumber, green tea","floral, oriental, gourmand, vanilla","citrus, musk, spicy","citrus, earthy","grapefruit, lime, lemon","woody, oriental","raspberry, vanilla",cranberry,"orchid, musk, hawaiian ginger","citrus, floral","fruity, woodsy, floral","balsamic, woodsy, spicy",amber,"fruity, pear","lavender, floral","musky, florally, woodsy","citrus, berry",tropical,"musky, woody, floral","fruity, tea","lavender, vanilla","woodsy, spicy",luscious floral,royal pine,"peach, coconut, strawberry, clove, lemon, cherry","tropical, mango",spicy,"musky, fruity","pomegranate, lime","chypre, fruity","jasmine, orange, rose","oriental, wood, spicy","mandarin, mint","jasmine, rain","tea, vanilla, green tea",spice,"earthy, floral","fresh linen, linen","lime, lemon","citrus, herbal","citrus, rose","woody, oriental, floral",peppermint,"citrus, herbal, aquatic",strawberry,"flower, orange","peach, ginger","jasmine, lavender, orange, vanilla",leathery,"berry, apple","spiced apple, clove","coconut, vanilla","lily, lavender","citrusy, floral","magnolia, cherry blossom",new car,"oriental, leathery",sandalwood,"flower, flowers, wood","fresh linen, fresh clean",lemon,"flower, cranberry, orange","citrus, woody, floral","flower, mandarin","earthy, flowery, rose",floral green,"chamomile, lemon","chypre, oriental, fruity","leather, floral",pear,"woodsy, leathery","tea tree, eucalyptus","citrus, musk","apple, mint","woody, fruity, floral","musk, floral","citrus, orange","earthy, vanilla",pomegranate splash,"musky, gourmand"
22376,2,2,1,1,1,2,7,1070,4,3,6,1,1,1,31,6,15,13,4,13,1,1,7,1,8,1,2,389,1,2,5,40,7,308,20,1,1,1,2,6,8,1,14,1,6,4,36,1,20,1,5,1,7,1,2,1,1,3,1,2,1,5,1,43,1,1,11,76,3,27,1,1,1,22,2,2,1,2,53,2,4,40,1,4,5,18,2,2,1,3,1,5,3,3,1,3,1,1,3,2,1,1,2,4,1,2,4,10,2,945,1,1,1,1591,134,4,219,8,10,2,3,138,2,1,38,1,1,4,1,2601,4,1,26,1,1,1,4,82,116,1,4,3,2,28,1,2,1,3,1,1,1,170,1,1,1,1265,3,10,2,1,2,1,1,2,2,5,1,8,7,2,1,44,18,1,1,10,853,1,428,1,2,7,1,4,1,3,7,56,1,1,12,1,192,1,1,5,56,18,4,12,4,2,1,129,3,29,1,1,3,6,1,4,1,36,18,2,1,6,1,3,4,1279,1,1,6,1325,9,1,1,1,2,2,6,4,739,9,48,4,9,2,9,1,1,234,91,61,3,4,159,4,2,1,6,2,1,7,1,26,29,1,6,4,260,1,2,1,19,31,1,276,1,1,4,65,2,4,10,1,9,7,2,2,1,3,6,28,2,79,8,5,52,1,1,1,4,3,1,6,2,2,1,3,95,1,1,4,14,80,128,26,2,3,1,1,1,8,27,6,2,1,27,3,1,6,9,2,30,67,5,3,2,1,1,1,4,5,2,5,2,7,7,1,39,1,1,3,6,2,2,1,2,1,33,2,6,1,1,1,4,1,1,8,244,5,21,1,3,1,4,1,22,1,2,11,1,5,4,1,272,3,1,4,2,3,1,2,6,13,32,1,1,16,1,1,2,1,27,1,7,34,22,1,3,1,3,1,4,1,1,2,1,1,78,4,67,1,1,18,1,163,1,1,2,33,6,1,1,7,4,1,11,1,2,53,1,1,1,1,5,8,1,1,2,1,4,1,11,3,1,3,1,2,40,9,2,6,7,2,1,5,62,11,1,2,1,2,1371,2,31,1,82,4,1,22,1,2,4,1,84,8,2,25,39,14,1,2,1,381,1,1,49,1,1,1,1,1,26,5,1,26,2,1,2,6,1,17,1,1,1,11,1,1,1,3,21,3,13,2,22,1,1,745,1,6,4,1,104,3,3,1,13,2,1,1,2,7,11,13,1,10,5
